#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
95.5%	9555000	-1004926.4689191226	309.64557900152647	41.4	30:59
95.6%	9560000	-1003160.4931848301	312.0391777742978	41.4	30:37
95.7%	9565000	-1004567.3753081849	310.7608250709189	41.4	30:17
95.7%	9570000	-1002898.6319948286	309.3121279715215	41.4	29:56
95.8%	9575000	-1002528.1591272913	309.3907916097073	41.4	29:35
95.8%	9580000	-1005697.5414837403	309.2143757226838	41.4	29:14
95.8%	9585000	-1004011.3719645534	309.36381248283715	41.4	28:53
95.9%	9590000	-1003179.0460371096	312.77087840812175	41.4	28:32
96.0%	9595000	-1005290.0047821905	310.4533333466819	41.4	28:11
96.0%	9600000	-1002454.935969309	310.6922833458962	41.4	27:50
96.0%	9605000	-1002944.6614368074	310.8501648735405	41.4	27:29
96.1%	9610000	-1007110.2883467767	308.864068487733	41.4	27:08
96.2%	9615000	-1005234.4592659194	310.1932863111915	41.4	26:47
96.2%	9620000	-1004020.178122621	311.07447154425614	41.4	26:26
96.2%	9625000	-1005028.0173256984	311.0929040522611	41.4	26:05
96.3%	9630000	-1003627.1844156198	310.9891007314671	41.4	25:44
96.3%	9635000	-1004547.4639794147	308.21477073366935	41.4	25:23
96.4%	9640000	-1005030.097769768	311.3556312996413	41.4	25:02
96.5%	9645000	-1004560.9883513656	309.61988963096553	41.4	24:41
96.5%	9650000	-1003173.0268537002	310.20988199409635	41.4	24:20
96.5%	9655000	-1003467.2709823595	308.88903090652383	41.4	23:59
96.6%	9660000	-1004633.7343131863	309.94968006218267	41.4	23:38
96.7%	9665000	-1005127.8019175259	310.5665035076458	41.4	23:17
96.7%	9670000	-1006123.3669764176	311.0058344619041	41.4	22:56
96.8%	9675000	-1003446.2677362151	312.57508372115547	41.4	22:35
96.8%	9680000	-1005607.2517059315	309.1740301441769	41.4	22:14
96.8%	9685000	-1004581.3061569883	310.9802445235977	41.4	21:53
96.9%	9690000	-1005564.6897289678	309.4103068767529	41.4	21:32
97.0%	9695000	-1002278.46120778	309.8989322890459	41.4	21:11
97.0%	9700000	-1005396.740125197	311.08299410454856	41.4	20:51
97.0%	9705000	-1003865.3630519239	310.48022936236435	41.4	20:30
97.1%	9710000	-1005272.9651207635	308.6655873126037	41.4	20:09
97.2%	9715000	-1006855.9950936222	311.2838708977124	41.4	19:48
97.2%	9720000	-1003399.1322867386	310.29879085347306	41.5	19:27
97.2%	9725000	-1005533.9989949726	309.92094590851275	41.5	19:06
97.3%	9730000	-1005668.9659190793	310.7871091557687	41.5	18:45
97.3%	9735000	-1005713.3462953148	310.0674966825981	41.5	18:24
97.4%	9740000	-1004288.4301604582	309.3987914269082	41.5	18:03
97.5%	9745000	-1004220.2915199026	310.22985653771894	41.5	17:42
97.5%	9750000	-1002947.2971306266	310.0201061004232	41.5	17:21
97.5%	9755000	-1004399.1009109197	310.0926474015708	41.5	17:00
97.6%	9760000	-1004999.5976843098	310.7570756978505	41.5	16:39
97.7%	9765000	-1002794.3457574304	310.097640720429	41.5	16:19
97.7%	9770000	-1004511.338401461	311.5718088368827	41.5	15:58
97.8%	9775000	-1004774.2289738553	311.1467800811638	41.5	15:37
97.8%	9780000	-1003935.9128756505	309.8925785979046	41.5	15:16
97.8%	9785000	-1006106.9477788908	311.2653003048412	41.5	14:55
97.9%	9790000	-1004898.4766927538	310.07610416266795	41.5	14:34
98.0%	9795000	-1004185.930902415	308.78954022404474	41.5	14:13
98.0%	9800000	-1004815.8327056384	312.2479923693192	41.5	13:52
98.0%	9805000	-1004812.7183942366	311.12592667938134	41.5	13:31
98.1%	9810000	-1004816.8339695102	312.2561438668281	41.5	13:11
98.2%	9815000	-1004015.6986392103	311.9346241532815	41.5	12:50
98.2%	9820000	-1002739.6813877467	310.9320891427607	41.5	12:29
98.2%	9825000	-1003000.0428022137	310.0342408312684	41.5	12:08
98.3%	9830000	-1003494.8718956374	312.84936268247384	41.5	11:47
98.3%	9835000	-1003028.473379069	311.24374864962203	41.5	11:26
98.4%	9840000	-1004945.6716213189	309.83322808052617	41.5	11:05
98.5%	9845000	-1005587.9054037202	308.2474865850973	41.5	10:45
98.5%	9850000	-1005014.5684235897	310.7031287820018	41.5	10:24
98.5%	9855000	-1004049.4764995687	310.6132609634834	41.5	10:03
98.6%	9860000	-1003925.5094130784	310.5587255679911	41.5	9:42
98.7%	9865000	-1004759.2855857192	311.45332319455594	41.5	9:21
98.7%	9870000	-1004010.2952317754	311.9865533210665	41.5	9:00
98.8%	9875000	-1003489.6334030079	311.1260862946372	41.5	8:40
98.8%	9880000	-1004133.5792714013	309.02434368154786	41.5	8:19
98.8%	9885000	-1003975.8718369082	311.96765046144645	41.5	7:58
98.9%	9890000	-1004853.067900708	309.42299195515295	41.5	7:37
99.0%	9895000	-1006517.5170573825	311.232860313172	41.5	7:16
99.0%	9900000	-1004968.7858409975	310.64653147886406	41.5	6:55
99.0%	9905000	-1005015.7088801488	309.0902920846013	41.6	6:35
99.1%	9910000	-1004211.9456552034	310.4526068818309	41.6	6:14
99.2%	9915000	-1003500.47588907	309.50529675392266	41.6	5:53
99.2%	9920000	-1006521.7167831464	311.23913052153927	41.6	5:32
99.2%	9925000	-1003892.4494923493	310.6764292414604	41.6	5:11
99.3%	9930000	-1004454.2245322727	311.05536704595613	41.6	4:51
99.3%	9935000	-1005059.1148705482	309.2417806952483	41.6	4:30
99.4%	9940000	-1002858.9259914979	308.88597309841555	41.6	4:09
99.5%	9945000	-1004889.7584015895	309.06383876293336	41.6	3:48
99.5%	9950000	-1003261.9632350793	309.0389310668322	41.6	3:27
99.5%	9955000	-1002511.76915274	310.2925002202172	41.6	3:07
99.6%	9960000	-1004195.3759891316	309.0218691354532	41.6	2:46
99.7%	9965000	-1004019.3960108785	310.64692676248893	41.6	2:25
99.7%	9970000	-1003649.1633380586	312.2004830883071	41.6	2:04
99.8%	9975000	-1004943.8324777009	309.41460226549265	41.6	1:43
99.8%	9980000	-1003962.6091236798	309.77434029864054	41.6	1:23
99.8%	9985000	-1004134.2411547229	309.408357639149	41.6	1:02
99.9%	9990000	-1004007.0886291638	310.63324547630907	41.6	0:41
100.0%	9995000	-1005141.069306301	309.13194139451235	41.6	0:20
100.0%	10000000	-1005161.7375150658	310.0105109824084	41.6	0:00
